text,llm_responses,scope3,vague
"This Sustainability Climate 2022 Progress Report, which fol lows the TCFD1 recommendations, is designed to inform the Shareholders’ Meeting of the progress made in 2021 in imple menting our ambition.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It rounds out our ambition, notably con cerning methane emissions.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"The Task Force on Climate Related Financial Disclosure created by the Financial Stability Board.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The IEA’s Net Zero Emissions (NZE) Scenario is a normative scenario that describes a changing world energy demand that would be consistent with limiting the global temperature rise to 1.5 C without overshooting the related carbon budget .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Electrification of final demand would rise to 49% from 20% today, with 88% decarbonized electricity versus 28% in 2020.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The use of coal would be virtually eliminated in 2050 and capacity for renewables would rise eightfold (20 for solar and wind, 2.7 for hydroelectricity).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Demand for oil would stand at 24 Mb day, down 75% from 2019.
","{'scope3': 'yes', 'vague': 'specific (relating to oil demand, not directly to Scope 3 emissions but still relevant to ESG)'}",yes,"specific (relating to oil demand, not directly to Scope 3 emissions but still relevant to ESG)"
"The 2030 crossing point corresponds roughly to linear ization of the decline between now and 2050, i.e., a 25 Mb day decrease every ten years (very sharp immediate fall with no further acceleration).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Demand for natural gas would stand at 29 Mboe day, down 57% from 2019.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In 2050, green gas (decarbonized hydrogen, ammonia and biogas) would account for 10% of the global energy mix versus 6% for natural gas.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Net zero would be achieved thanks to 7.6 Gt of CO2 storage per year by 2050.
","{'scope3': 'vague', 'vague': ""specific (but not directly related to ESG as it's about achieving net zero which is an ESG goal in general)""}",vague,specific (but not directly related to ESG as it's about achieving net zero which is an ESG goal in general)
"In the NZE Scenario, demand would drop by around 0.7% a year between 2020 and 2030 (even though the global popula tion and GDP continue to rise) in order to immediately bend the trajectory of global CO2 emissions.
","{'scope3': 'no', 'vague': 'specific (relates to global CO2 emissions, not directly to Scope 3)'}",no,"specific (relates to global CO2 emissions, not directly to Scope 3)"
"That would involve a massive, concerted effort with regard to energy efficiency, which would improve by a spectacular 4.2% a year between 2020 and 2030 this compares to 1.5% a year on average over the last 20 years.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Demand for oil would decline by 26% over the decade to 72 Mb day.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Demand for natural gas would level out between 2019 and 2025 and then decline to 62 Mboe day in 2030 versus 68 Mboe day in 2019 (down 0.9% per year).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"As this is a normative scenario, the IEA does not present it as a forecast of changes in energy demand, but rather as a blueprint that would need to be followed to achieve the 2050 objective.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"The IEA specifies that the NZE Scenario is shaped by numerous uncertainties , including the speed with which demand and behaviors adapt, the real level of energy efficien cy, the pace at which new decarbonization technologies such as hydrogen and CCS scale up, etc.
","{'scope3': 'notESG', 'vague': 'generic'}",notESG,generic
"While we share the normative scenario’s vision for the ener gy mix in 2050, the trajectory mapped out for demand between 2020 and 2030 is undeniably at odds with current trends.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This applies to demand for energy overall, and to demand for oil, gas and coal.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"The IEA’s own short and long term forecasts, published since May 2021, do not in any way support the assumptions of the NZE scenario.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Demand for coal in 2021 exceeded 2019 levels, and the IEA expects an increase of 0.5% a year between now and 2024.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"According to its latest forecasts, demand for oil should be higher in 2022 than in 2019.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And worldwide gas demand increased by 4% in 2021, with the IEA expecting a 2% rise in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The NZE Scenario requires more than 1000 GW of new solar and wind capacity to be deployed each year between 2020 and 2030, which is four times as much as the 250 GW added in 2020.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This only makes a collective effort to change the global energy mix, still over 80% fossil based, even more urgent and essential.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The highly demanding assumptions used for the trend in energy demand up to 2030 have led the IEA to affirm that the world no longer needs any new oil and gas projects because the natural field depletion of around 4% a year is in line with the modeled decline in oil consumption.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"Conversely, an excessively sharp decline in oil and gas sup ply in an environment where demand is not adjusted accord ingly would, of course, lead to higher prices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With this in mind, it should be noted that the current level of investment in upstream oil and gas is below the level modeled by the IEA in the NZE Scenario for 2022 2030 ( 320 billion and 350 billion in 2020 and 2021 versus 366 billion a year in the NZE Scenario).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In affirming its ambition to be a world class player in the energy transition and to get to net zero by 2050, together with society, TotalEnergies has committed to profoundly transforming its production and sales while continuing to meet the energy needs of a growing population.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The Company is developing a wide range of energies in an integrated approach (from production to distribution to the end user) in order to decarbonize its energy offering and generate a competitive advantage that will create long term value for its shareholders and stakeholders and secure its future.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Sustainability Climate 2022 Progress Report Transition Pathway Initiative  In November 2021, Transition Pathway Initiative (TPI) announced that three oil and gas firms Occidental Petroleum, TotalEnergies and Eni have set emissions reduction targets that are ambitious enough to reach net zero by 2050 and to align with TPI’s 1.5 C benchmark.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"On one hand, the energy transition depends on the develop ment of new molecules (biofuels and biogas, clean hydro gen, and synthetic fuels combining hydrogen and carbon) that TotalEnergies has the core skills to produce.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"It is expanding in these markets with a focus on circular resource management.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"On the other hand, the energy transition involves electrifying energy uses, which requires a massive increase in the sup ply of green electrons.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies is deploying across the entire renewable electricity value chain, from production and storage to trading and sales, in accordance with a selective, profitable approach.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Its goal is to rank among the top five glob al producers of solar and wind generated electricity by 2030.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Concerning gas, which is a transition fuel, TotalEnergies is pur suing its development across the liquefied natural gas (LNG) value chain to strengthen its position as the world’s third largest LNG company.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"LNG plays a key role in the net zero roadmaps of numerous coal consuming countries and is the ideal partner to intermittent renewable energies.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As for oil, the Company is very selective and focuses its invest ments on low breakeven, low emissions projects.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"As they evolve, energy markets are becoming increasingly interconnected and interdependent, particularly since elec tricity the energy at the center of the transition is a sec ondary energy, meaning that it depends on other energies and markets.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"What’s more, electricity will be increasingly produced from intermittent sources that depend on weather factors that cannot be controlled.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our integrated multi energy strat egy, combined with its solid financial base, are strengths and sources of resilience that will allow us to be a major provider of the sustainable energy the world needs and make the most of these changes, including the potential price volatility they may cause.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The work carried out over the last year has produced a clearer picture, inspired by the IEA’s Net Zero vision, of what TotalEnergies would look like, at Net Zero in 2050, together with society, an energy transition leader.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Reinventing a net zero energy system means producing decar bonized electrons and molecules and developing carbon sinks to absorb CO2 from residual hydrocarbons (for producing chem icals, for example).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"This introduction rounds out the ambition presented to shareholders in May 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2050: Around half of the energy produced by TotalEnergies would be renewable electricity with corresponding storage capacity, or around 500 TWh year.
","{'scope3': 'not applicable', 'vague': ""specific (relating to TotalEnergies' energy production in 2050)""}",not applicable,specific (relating to TotalEnergies' energy production in 2050)
"This would require developing around 400 GW of renewable capacity 2030 target: 100 GW in 10 years and 120 TWh year .
","{'scope3': 'no', 'vague': 'specific (relating to renewable energy capacity but not directly addressing Scope 3 emissions)'}",no,specific (relating to renewable energy capacity but not directly addressing Scope 3 emissions)
"New molecules would account for around 25% of the ener gy produced by Total Energies, equivalent to 50 Mt year, in the form of biogas, hydrogen, or synthetic liquid fuels from the fol lowing circular reaction: H2 CO2 e fuels.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"TotalEnergies would produce around 1 Mb day of hydrocar bons (or close to four times less than in 2030, in line with the reduction outlined in the IEA’s Net Zero scenario) made up pri marily of liquefied natural gas (around 0.7 Mboe d).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"This oil would be used, in particular, by the petrochemicals industry to produce around 10 Mt year of polymers, of which two thirds from the circular economy.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"These hydrocarbons would represent around 10 Mt year of residual Scope 1 emissions, including methane emissions close to zero (below 0.1 MtCO2e year), which would be fully off set by nature based carbon sink solutions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"These hydrocarbons would represent Scope 3 emissions of around 100 Mt year.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"To get to net zero together with society, TotalEnergies would help eliminate the equivalent of 100 Mt of CO2 a year produced by its customers by developing: A carbon storage service for customers that would store 50 to 100 Mt year of CO2.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"An industrial e fuels activity that would avoid 25 to 50 Mt year of CO2 for our customers through production with 100% green hydrogen while making up for the intermittence of renewable energies to replace fossil fuels.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"In short, the Company will spend the next ten years building the projects and skills needed to make TotalEnergies a net zero energy company by 2050.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Scope 1 emissions falling from 50 to 10 Mt CO2e, with 10 Mt CO2e offset by natural carbon sinks.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Scope 3 emissions falling from 410 to 100 Mt CO2e, offset by CO2 stored or used to make e fuels.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Net carbon intensity of energy products used by our customers reduced to 0 by 2050.
","{'scope3': 'yes', 'vague': 'ambigious'}",yes,ambigious
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"To achieve carbon neutrality, the global energy mix will have to change considerably.
","{'scope3': 'generic', 'vague': 'specific'}",generic,specific
"Today, fossil energies still account for more than 80% of the mix.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"The markets for low carbon electricity and gas (natural gas, bio gas and hydrogen) will need to expand, while coal will have to be eliminated and demand for oil will need to stabilize and then decline.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies is already carving out a position in this energy offering of the future and diversifying its energy mix by reducing the share of petroleum products and increasing natu ral gas, as a transition fuel, and renewable electricity.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The energy mix of the Company’s sales will shift signifi cantly as well, and could stand at 50% gas, 30% petroleum products, 15% majority renewable electricity and 5% biomass and hydrogen by 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The shift towards lower carbon products will allow us to reduce the lifecycle carbon intensity of energy products sold by at least 20% by 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Our products’ lifecycle carbon intensity In 2021, we continued to reshape our mix thanks to increased sales of LNG (up 10% from 2021 to 42 Mt in 2021) and elec tricity (up 20% from 2020 at 57 TWh) and a 10% decrease in petroleum product sales.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The carbon intensity of products sold continued to improve with a 2% decline (excluding the impact of Covid 19).
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Growth in electricity will account for nearly two thirds of the decrease in lifecycle carbon intensity between 2015 and 2030.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The second lever involves reducing sales of petroleum prod ucts and increasing production of gas (especially LNG) and sales of products based on biomass.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Lastly, carbon sinks and lower emissions from our facilities will each contribute around 5% of the decrease in carbon intensity.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Our production TotalEnergies foresees oil production peaking this decade and then decreasing to around 1.4 Mb d in 2030.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It aims to increase gas production by around 50% between 2015 and 2030 (from 1.3 Mboe d to 2 Mboe d) and raise electricity generation to 120 TWh in 2030 from 1.7 TWh in 2015.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2021, the Company’s energy production increased by nearly a quarter compared to 2015.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Our sales The Company is reducing its sales of petroleum products to align with production by 2030, around 1.4 Mb d. Sales of gas and electricity will rise sharply, increasing by a factor of 2 for gas and by a factor of 20 for electricity over the 2015 2030 period.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"Becoming a World Leader in Renewable Electricity by Integrating the Value Chain from Production to Sales otalEnergies wants to become one of the top five worldwide producers of renewable electricity.
","{'scope3': 'not relevant', 'vague': 'generic'}",not relevant,generic
"In five years, the Company has invested more than 10 billion, primarily in photovoltaic electric ity and offshore wind, for an average of 2 billion per year.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2021, TotalEnergies lifted its investments in elec tricity and renewables to more than 3 billion, or 25% of its net investments.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"It intends to finance investments of more than 60 billion in renewable power generation capacity by 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The Company makes profitable investments, meaning projects with a return of more than 10% .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The mix combines regulated markets with deregulated markets integrated across the entire electricity value chain.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As a result, the Power Renewables business's EBITDA exceeded 1 billion in 2021.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG
"In the past four years, the Company's gross installed capacity for renewable power grew from 0.7 GW in 2017 to more than 10 GW in 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The objective is to have 35 GW of gross capac ity in 2025 and 100 GW in 2030.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The 2025 figure is based on identified projects in development.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company's goal is to increase electricity production from 21 TWh in 2021 to 120 TWh in 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies’ broad international footprint gives it a competi tive advantage for identifying and developing profitable renew ables projects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For that reason, it created a Renewable Explorers network in 2021 in some 60 host countries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Since 2015, TotalEnergies has been building a portfolio of flexi ble power generation using combined cycle gas turbine (CCGT) plants, with a capacity of 4 GW at end 2021.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"These plants com plement the development of renewables by supporting the grid during periods of peak demand or when there is not enough sunshine or wind.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Ultimately, the CCGT units are targeted for decarbonization, either by changing from gas to biomethane or hydrogen or by sequestering their emissions through carbon capture and storage (CCS).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Further accelerating our positions in photovoltaic solar energy in 2021 TotalEnergies’ solar portfolio expanded rapidly in 2020 and again in 2021, notably in India and the United States.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This growth will continue, as solar energy accounts for three quar ters of the 35 GW the Company wants to develop by 2025.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Continued scaling up in offshore wind in 2021 Offshore wind offers high utilization rates with significant development potential and better acceptability than onshore wind, particularly in Europe.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies sees strong growth potential in offshore wind energy, especially since it can lever age its teams’ expertise in managing and operating offshore megaprojects.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The offshore wind portfolio's total capacity exceeds 10 GW, of which two thirds fixed bottom and one third floating.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Launch in 2021 of several stationary electricity storage projects to support renewables Electricity storage solutions are necessary to offset the inter mittence of solar and wind projects, make the most of daily volatility in the electricity markets and ensure grid stability.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In this segment, TotalEnergies benefits from the technological expertise of Saft, which also aims to make the most of this fast growing market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"United States Purchased from SunChase Power and aggregate capacity of 1.6 GW, including electricity storage.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"France Commissioning by TotalEnergies of France’s conglomerate in India.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"AGEL is the world's between 2023 and 2024. largest battery storage site (61 MWh) in largest solar developer, with contracted renewable capacity of more than 20 GW.
","{'scope3': 'no', 'vague': 'specific (relates to renewable capacity, not directly to emissions)'}",no,"specific (relates to renewable capacity, not directly to emissions)"
"For TotalEnergies, natural gas is a key transition fuel.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"It plays a major role in power generation thanks to its flexibility and capacity for responding to the strong growth in demand fueled by the electrification of uses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Obviously, for gas to play this role, all the partici pants in the value chain businesses and States must pull together to fight methane emissions, as was underlined at the COP26 meeting in Glasgow with the commitment from 105 States to reduce methane emissions by 30% by 2030.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"TotalEnergies’ new objective is to reduce methane emissions by 80% by 2030 (see p.34).
","{'scope3': 'maybe', 'vague': 'specific'}",maybe,specific
"Main strengths Widely available resources, well redistributed worldwide thanks to LNG.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A simple and immediate solution for decarbonizing electric ity and industry, especially in high energy consuming sectors like steel and cement manufacturing.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"An ideal partner for renewables, which are intermittent and seasonal by nature.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"A core component of numerous coal consuming countries’ roadmaps for getting to net zero.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"A source for massively developing blue hydrogen with car bon capture and storage (CCS) technologies.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"TotalEnergies’ strategy Increase the share of natural gas in the sales mix to 50% by 2030 Strengthen the Company’s position among the top 3 in LNG. Cover the entire gas value chain, from production and trading to gas fired power plants and retailing Reduce the gas value chain’s emissions and eliminate meth ane emissions (see p.34) Work with local partners to promote the shift to natural gas.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Trends that back up our view The United States and United Kingdom have reduced their greenhouse gas emissions by replacing coal fired power plants with gas fired units.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Similarly, numerous countries’ car bon neutrality commitments are based on the development of natural gas as a replacement for coal.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"LNG’s strong growth since 2015 in Asia (8% a year), Latin America (4% a year) and Europe (14% a year) supports these ambitions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Lastly, in 2021, higher demand for gas related to difficulties in producing electricity, notably from renewables because of the weather, created substantial price pressures.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"Certain countries went back to coal for generating electricity, with a heavy impact on their emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"These tensions illustrate the importance of investing in developing the gas value chain, a major plank in TotalEnergies’ strategy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ranking among the top three worldwide in low carbon LNG by 2030 Once liquefied, natural gas can be transported and delivered to places of use.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"Global demand for liquefied natural gas (LNG) has seen strong growth, rising by 9% a year between 2015 and 2021.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"With 42 Mt sold in 2021, TotalEnergies is the world's third largest LNG company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It aims to sell 50 Mt per year by 2025, corresponding to a stable global market share of 10%.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In 2021, 99% of the Company’s LNG sales went to countries that have committed to carbon neutrality.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies is develop ing several large scale projects to support this growth: Energia Costa Azul (ECA) in Mexico, a seventh LNG train in Nigeria, a fourth train at Cameron LNG in the United States, Mozam bique LNG, Papua LNG and Artic LNG 2 in Russia.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"Reducing the TotalEnergies LNG value chain's emissions intensity  This growth requires an exemplary strategy for greenhouse gas emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In reducing emissions across the LNG chain, the priority is on methane (see p. 34).
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"The Company is also working on improving liquefaction plant performance, notably in Qatar, Russia and the United States, with energy efficiency projects, electrification using renewable solar and wind energy, and native carbon capture and storage.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Lastly, TotalEnergies is renewing its fleet of LNG carriers with new vessels that emit on average 40% less CO2 than older ships.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Supplying gas to the Indian and Chinese markets TotalEnergies has signed agreements to supply LNG to India (up to 3 Mt per year with partner Adani) and China (up to 1.4 Mt per year via a contract with Shenergy Group).
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'ambiguous', 'vague': 'ambiguous'}",ambiguous,ambiguous
"Demand for petroleum products is expected to stagnate and then decline between now and 2030 thanks to technological progress and evolving uses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Petroleum products will have to meet increasingly stringent requirements on limiting the emissions related to their extraction and use.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The objective is for the Company’s petroleum prod uct sales not to exceed its oil production, which itself will peak during the decade before declining, at around 1.4 Mb d in 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Investments remain necessary to satisfy demand, given the natural decline in field output.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Company gives priority to oil projects with low technical costs (typical ly below 20 b) and a low breakeven point (typically below 30 b).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"All new projects are assessed for their contribution to the average carbon intensity of their category in the Upstream portfolio.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"All approved projects must help reduce this intensi ty (see p.24).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"New hydrocarbon developments are limited to the least emitting fields.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"In 2021, for example, TotalEnergies decided to exit Venezuela, considering that production of the Orinoco Belt’s heavy oils did not meet its greenhouse gas emissions objectives.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The Tilenga and EACOP projects in Uganda were approved with a low technical cost of 11 per barrel and CO2 emissions significantly below those of the current portfolio (13 kg CO2 per barrel vs. 18 kg CO2 per barrel).
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In end 2021, the Company broadened its presence in Brazil’s offshore Atapu and Sepia fields, which represent low cost, low emissions reserves.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In addition, we respect exclusion zones and good environmen tal practices (see p. 60).
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies will not explore for oil in the Arctic Sea ice and will not approve any capacity increases in Canada's oil sands.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In September 2021, TotalEnergies signed major multi energy agreements in Iraq covering the construction of a new gas network and treatment units, the construction of a large scale seawater treatment unit and the construction of a 1 GW pho tovoltaic power plant.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"TotalEnergies joined the Platform for Accelerating the Circular Economy (PACE) in 2022.
","{'scope3': 'no', 'vague': 'neutral'}",no,neutral
"This initiative launched by the World Economic Forum and now hosted by the World Resources Institute aims to speed the transition to a more circular economy.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It contributes to the circular economy at differ ent points in the value chain: through purchas ing, sales and production, as well as through the management of its own waste (see p. 64).
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"Biofuels Over their lifecycle, biofuels emit over 50% less CO2e than their fossil equivalents (in accordance with European standards), making them a tool in the decarbonization of liquid fuels.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"TotalEnergies currently has a biofuel production capacity of 500 kt per year, primarily at the La M de refinery in France.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Its goal is to increase that to 2 Mt by 2025 and 5 Mt by 2030, sus tainably produced.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"New generation biofuels  Today, more than 90% of the biofuels in the market are first generation, meaning they are made from virgin vegetable oils or sugar.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"TotalEnergies is investing in advanced biofuels projects based on animal fat or used oils, thereby limiting the competition for and impact on arable land.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"These advanced biofuels will add to the range of first generation biofuels.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"Looking further out, the Company is investing in R D into so called second and third generation biofuels based on micro algae, but they still raise numerous technological challenges.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Source: Kedge and the Institut national de l’ conomie circulaire.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Technical and biological recovery cycles , adapted by TotalEnergies from the Ellen MacArthur Foundation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"D veloppement durable et climat 2022Sustainability Climate 2022 Progress Report 1.
","{'scope3': 'ambiguous', 'vague': 'generic'}",ambiguous,generic
"Biogas Biogas, produced from the decomposition of organic waste, is a renewable gas consisting primarily of methane.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Compatible with existing transportation and storage infrastructure, it has a key role to play in decarbonizing gas products and reducing greenhouse gas emissions through the development of a cir cular economy.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"The Company aims to produce 2 TWh per year of biomethane starting in 2025 and over 5 TWh per year by 2030 worldwide.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Hydrogen Hydrogen is an energy carrier between primary energy source and final application that does not generate any CO2 during its lifecycle if produced in a decarbonized process.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Growing gen eration of decarbonized electricity is creating opportunities to produce green hydrogen via electrolysis of water using decar bonized electricity.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"In addition, the development of carbon storage is paving the way for the development of blue hydro gen using natural gas (see p. 36).
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
