text,llm_responses,scope3,vague
"Customers can also select the notify me of new programs option to receive alerts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Enabling eld level carbon emissions measurement and soil health quanti cation services.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"I joined the program to learn what my eld emissions were, capitalize on practices I am currently using, as well as consider adding other practices.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"The Sustainability Section in Operation Center allows U.S. ag customers to easily understand, compare, and sign up for programs that provide an incentive for the use of sustainable practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We continue to seek out new scalable opportunities that provide economic bene ts to our customers who have adopted, or plan to adopt, more sustainable practices.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year, we announced our participation in Leading Harvest, piloted a Low Carbon Feedstock project, and trialed a carbon market program.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"What separates Leading Harvest, a nonpro t organization, is that it provides sustainability certi cation at scale.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The mission of Leading Harvest aligns with our Leap Ambitions, with the scale and scope of the project serving as a potential catalyst to unlock additional value for our customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"More than 1.5 million acres across 30 U.S.states are enrolled in the program with a similar amount documented in Australia.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"John Deere, along with Nestl , Cargill, and Nutrien Ag Solutions , is a member of the founding supporter council.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We see our engagement and support as a means to help shape industry certi cation and traceability across the food and agriculture value chain to ultimately unlock opportunities for growers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Low Carbon Feedstock Pilot investigate the potential for direct payment to farmers for lower carbon intensity corn used for ethanol.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The pilot covers nearly 3,800 acres that utilized a conservation practice.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These conservation practices include the integration of cover crops or reduced tillage practices like strip tillage or no till.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Due to these practices, pilot participants have so far achieved a 14% reduction in carbon intensity compared to the national average.1 Based on research and data driven insights like this, we are advocating on behalf of farmers with the USDA, clean fuel markets, and elsewhere about the feasibility and bene ts of paying farmers for producing grain with low carbon emissions.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"This year we also completed a pilot carbon market program for utilizing more sustainable agriculture practices.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Through this program, Nestl purchased the carbon that was generated by eight Deere customers in ve states through the use of their conservation practices on their land.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"The Operations Center played an important role in this pilot by providing the farm records to support the soil carbon sequestration outcome.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Expanding the Operations Center to The Wirtgen Group’s equipment unlocks valuable insights for our roadbuilding customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Operations Center allows customers to manage site operations when it matters most, at any time, and from anywhere.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Connected eets can minimize jobsite disruption through access to maintenance plans, digital alerts, and maintenance records for each machine.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The Operations Center creates jobsites and assigns machines automatically based on their GPS positions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Site managers and dispatchers can clearly monitor progress on several jobsites in parallel and are always informed on the status of all projects.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our previous users of WITOS Fleetview and Wirtgen Group Performance Tracker (WPT) Milling can now monitor eets and performance data all in the Operations Center.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Certain parameters for the individual jobsite are summarized, including total machine utilization, total fuel consumption rates, average fuel emissions rates, and several additional performance parameters for cold milling machines equipped with WPT Milling.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2023, Machine Analyzer was updated to capture not just the fuel rate but also the carbon emissions from fuel consumption.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Machine Analyzer is a feature available in Operations Center for agriculture, construction, and forestry machinery where users can compare performance, fuel usage, and utilization for machines across their eet.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This updated feature allows customers to easily measure and compare their machines’ emissions over time, with the ability to share that data with stakeholders that are requesting emissions information.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Roadbuilding customers can gain key insights on jobsites to increase ef ciency and productivity by using the data unlocked from Operations Center.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Protecting crops after emergence is one of the most critical steps growers take on their way to optimizing productivity of every acre.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Whether eliminating pests or nutrient stealing weeds, the inputs of herbicides and pesticides can be an expensive necessity nearly every agriculture production system faces.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"That’s why our continued expansion of smarter spraying capabilities are designed to not only increase our growers’ overall ef ciency and pro tability, but also link back to key Leap Ambition goals around engaged acres, sustainably engaged acres, connected machines, crop protection ef ciency, and customer CO2e emission reductions.
","{'scope3': 'yes, but vague', 'vague': 'ambiguous'}","yes, but vague",ambiguous
"Headlining our expansion this year were both established and emerging technologies in Deere’s sense and act portfolio.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"As we work to get these pivotal technologies in the hands of customers faster, part of our nal product development phase has involved our customers putting See Spray to use out in the eld.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Our See Spray Customer Success Team provided our customers and dealers with data and insights around their acreage and herbicide use savings with recommendations to further improve utilization and drive even more savings.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"And we’re working to ensure that not just new machines have access to this technology.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Machines sold without the factory installed version of See Spray can still access the technology through See Spray Premium, our new Precision Upgrade kit.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Once a See Spray Premium Precision Upgrade kit is installed on a sprayer, farmers can cover more acres than before on a single tank while using targeted spray making fewer stops to ll and using less chemical and water.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"See Spray Premium’s BoomTrac Pro 2.0 technology provides camera stability to capture images of the eld.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Those images are used by machine learning models to differentiate weed from crop, and once a weed is detected, ExactApply nozzles spray it.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Currently, See Spray Premium is offered for model year 2018 and newer John Deere sprayers in the U.S., and it requires the machine to have a factory installed ExactApply system or ExactApply Precision Upgrade kit with 15 or 20 inch spacing and a 120 foot steel boom.4 See Spray Premium allows us to expand model and model year compatibility while also introducing the technology to growers around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"See Spray Premium aligns with our broader strategy of helping our customers bene t from today’s newest technology on older machines and model types.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Similar to what we’ve done with ExactEmerge Precision Upgrade, we’re looking to deliver better performance on our equipment, allowing more customers to unlock the economic and sustainable value of this technology.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our smart spraying capabilities now extend to high value crops (HVCs) as a result of the company’s acquisition of Smart Apply Inc., a precision spraying equipment company that developed the Smart Apply Intelligent Spray Control System .
","{'scope3': 'ambiguous', 'vague': 'specific'}",ambiguous,specific
"Smart Apply is a continuation of our commitment to high value crop customers and dealers, further expanding a portfolio of solutions to help growers address their biggest challenges around labor, input costs, and regulatory requirements, and achieve environmental goals, Bailey said.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"HVCs generate signi cantly higher value per acre than grains or oilseeds.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The three primary HVC categories include bedded crops (vegetables and melons), vineyards (grapes and other berries), and orchard crops (almonds, citrus, olives, apples, etc.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Smart Apply’s intelligent spray system is an upgrade kit that improves the precision and performance of any air blast sprayer used in orchard, vineyard, and tree nursery spraying applications.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The spray system can also improve productivity since less time is being used to re ll tanks.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Smart Apply’s precision spraying can help achieve up to 93% less chemical runoff and up to an 87% reduction in airborne drift.6 Smart Apply can also help reduce the total amount used in blast spraying operations by up to 50%, including water and crop protection chemicals.6 Smart Apply can deliver all of these bene ts while maintaining yields.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"This acquisition complements our 2022 investment in GUSS Automation.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"GUSS (Global Unmanned Spray System) is a pioneer in orchard and vineyard sprayers that uses Select Spray technology to increase precision and ef ciency while materially lowering costs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The system documents date and time of spraying, overall spray volumes, chemical savings, tree counts, canopy volume, and acres hectares sprayed.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Precision data leads to a deeper understanding of an orchard’s or vineyard’s productivity, pro tability, health, and sustainability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Growers can choose to share their Smart Apply data with John Deere Operations Center farm management software, unlocking another level of insights and expert support.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Smart Apply’s reduction of chemical and water use can ultimately reduce the impact of weed and pest management on biodiversity while helping meet a Leap Ambition goal to expand sustainably engaged acres and improve crop protection ef ciency for our customers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Results based on internal John Deere strip trials in corn, soybeans, and cotton in Iowa, Mississippi, Texas, and Illinois, in typical growing conditions, with varying weed size, crop canopy, and eld conditions, using targeted spray of non residual herbicide only, and using current software algorithm at time of trials.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Results vary based on crop for details see https: www.deere.com en sprayers see spray ultimate .
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Weed control results based on dual tank operation, adding an additional herbicide that could not be added to an existing herbicide mix in a single tank.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Incorporating 95% recyclable content into our products Ensuring 65% of content going into our products is sustainable Growing remanufacturing revenue by 50%.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Developing a road map of low no carbon alternative power solutions Investing in engine ef ciency, hybridization, electri cation, and renewable fuels: Delivering battery electric turf and compact utility tractor options.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Delivering electric and hybrid electric construction and roadbuilding solutions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Launched 4 electric and 2 hybrid electric turf and compact utility products.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Displayed a concept ethanol burning 9 liter engine at 2023 AGRITECHNICA.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Participated in pilot programs to grow feedstock sources for renewable diesel production.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Our customers’ success ultimately relies on their and our understanding of an often complex interconnected environment or ecosystem.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"In our effort to deliver products that align with our 2030 Leap Ambition goal of reducing Scope 3 upstream and downstream CO2e emissions (Scope 3, Category 1 and 11) by 30%, we remain focused on solutions that will continue to meet the power needs required in those unique ecosystems.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We know that a singular technology will not be the solution across our entire portfolio of products, so ensuring that each product line has the optimal solution is our goal.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our internal research and development efforts around alternative propulsion are focused both on advancing our best in class engine technology to deliver more sustainable performance, while also now investing in battery technology through our investment in Kreisel Electric.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Both of these will be critical on our journey to delivering on our Leap Ambitions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For engines, our John Deere Power Systems (JDPS) teams continue to target the most fundamental part of engine development ef ciency to drive a key part of CO2e reduction in our products in the near term.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Innovations in combustion, friction, and heat transfer within engine operation can improve our best in class fuel ef ciency and deliver emissions reductions.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"When it comes to batteries, we are leveraging our expertise in propulsion innovation and production from decades of leadership in the engine business to build an ef cient global battery business.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We are also pursuing stationary and mobile charging solutions for our dealers and customers.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We are currently working to bring the level 3 battery integrated charger from Kreisel to customers in the U.S.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Together with Kreisel, John Deere is expanding our electri cation portfolio to include more scalable solutions to meet a wider range of our customers’ application needs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This investment is a great step forward as we work toward our goal of demonstrating viable low and no carbon power solutions by 2026.
","{'scope3': 'not specific', 'vague': 'ambiguous'}",not specific,ambiguous
"The Small Ag Turf Division has committed to delivering a fully electric option in each Turf and Compact Utility tractor product family.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"New turf care machines launched this year are tailored to our golf course customers, including electric Gator utility vehicles, E Cut Electric walk behind greens mowers, and hybrid fairway mowers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Hybrid and battery electric technology delivers numerous bene ts for this segment of our customer base.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"What makes these products attractive to our customers is their precision and ease of use, ef ciency gains associated with hybridization, fuel savings, noise reduction, and charging ease.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This equipment also delivers access to OnLink golf management software, a solution that integrates with the John Deere Operations Center , helping customers improve communication between managers and employees, enhance their facility’s organization, and harness data to enable better decision making.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"OnLink also provides integrated labor and eet management tools enhanced with machine connectivity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Away from the golf course, our residential customers are bene ting from electri cation as well.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This year customers received rst deliveries of Deere’s fully electric lithium ion powered Z370R Electric Zero Turn Mower, which delivers a quieter experience, with no exhaust and all the performance.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Further, we’ve expanded our battery electric residential lineup through our new partnership with EGO .
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"As part of this new agreement, EGO branded battery products will be available through our dealer network, bringing additional exibility and compatibility to our customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Estimated product lifetime emissions savings4 of up to 4 metric tons CO2e.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"In our Construction Forestry Division, we revealed multiple new excavators through updates to current generation and future generation models.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These updates showcase our ability to leverage enterprise technologies to deliver solutions to our customers that will help them work smarter, safer, and more sustainably.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Our future generation excavator models not only leverage what we’ve learned from our customers, but also utilize John Deere’s decades of global excavator experience to bring the most innovative and game changing machines to market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One example is our new 75 P Tier and 85 P Tier Excavators that were launched in 2023.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Compared to the previous G Series models, the P Tier models have a redesigned larger cab, new machine options, and performance enhancements that improve fuel ef ciency by 10%.5 This allows customers to do more work while using less fuel.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Additional machines released in 2023 include the 210 P Tier, 250 P Tier, and 300 P Tier.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"These updated current generation models use electronic on demand cooling fans that reduce fuel consumption by 7% compared to their G Series predecessors.6 In addition, these models include durability enhancements to maximize customer uptime and provide improved user experience with our OEM exclusive bucket camera system.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Estimated product lifetime emissions savings7 of up to 132metric tons CO2e.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Estimated product lifetime emissions savings7 of up to 138 metric tons CO2e.
","{'scope3': 'maybe', 'vague': 'specific'}",maybe,specific
"Our 744 X Tier and 824 X Tier loaders with E Drive Technology are expected to deliver fuel savings, emission reductions and productivity gains for our customers when they hit the market in 2024.
","{'scope3': ""yes, this statement implies emission reductions for Scope 3 emissions related to the use of the company's sold products"", 'vague': 'ambiguous'}","yes, this statement implies emission reductions for Scope 3 emissions related to the use of the company's sold products",ambiguous
"An electric variable transmission (EVT), similar to what is already available on MY23 8 Series Tractors with 410 horsepower, is being introduced for the rst time on these loader models.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Two electric motors and an inverter housed on the EVT allow the system to manage torque and power more ef ciently to the ground.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"By delivering near instant response to the operator, we are bringing a simpli ed operation with a single pedal, which helps eliminate complexity and fatigue while providing the next evolution in controllability.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The 744 X Tier and 824 X Tier loaders with E Drive technology can deliver more power and better torque performance, with less cost, fuel, emissions, and stress on operators.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Wirtgen’s Hamm electric battery driven tandem rollers, introduced in 2022, are a prime example of customers seeing bene ts in our new models.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The machine works extremely quietly yet still has a high compaction force I didn’t notice any difference.
","{'scope3': 'no', 'vague': 'not related to ESG'}",no,not related to ESG
"It is also good that the machine is operated in exactly the same way as the diesel machine, meaning that I could get started as usual, right from the outset.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Based on customer and operator needs, we aim to deliver 20 electric and hybrid electric product models by 2026.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The 744 X Tier and 824 X Tier loaders with E Drive technology and the HD 10e VV Tandem Rollers are examples of product models that will deliver on this Leap Ambition, but most importantly, will unlock opportunities for customers to do more with less.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Beyond the design of the propulsion technology itself, another critical element is the power source or fuel it utilizes.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"To deliver sustainable solutions to our customers, we must not only consider the environmental potential of a solution, but the conditions and demands of the production system in which our customers operate.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For this reason, we continue to invest in and advocate for the development and expansion of renewable fuel options for industries like ours, and we believe biofuels (including ethanol, renewable diesel, and biodiesel) are promising solutions for our larger products.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"With current technology, a full battery electric version of these products would not deliver the outcomes desired by our customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Take the 9R Tractor at 620 horsepower, for example.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The 9R’s fuel capacity is 400 gallons at an additional weight of nearly 2,800 pounds.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Changing that to full electri cation would mean almost 60 batteries at a weight of nearly 67,000 pounds more than 20,000 pounds heavier than the tractor itself.8 The 9R currently sells for about 430,000.8 The price of almost 60 batteries to power the tractor would exceed nearly 1.3 million today.8 Beyond the additional cost and weight to the equipment, access to charging infrastructure and length of machine operation continue to be signi cant challenges with electri cation, given current technology.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"For these reasons, through partnerships with universities, companies in adjacent industries, and governmental agencies, we are investigating and developing renewable fuel solutions that will work for our customers and their operating conditions and demands.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"To this end, we are working toward developing an ethanol burning 9 liter engine.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ethanol provides upwards of 40% less CO2e emissions than gasoline, and the production and distribution network for ethanol is already mature in many geographies around the world.8 We displayed a concept 9 liter engine that is compatible with ethanol at the 2023 AGRITECHNICA show.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"The concept engine illustrates the company’s ongoing commitment to developing a diversi ed portfolio of solutions that can meet power needs across equipment sizes and applications, while delivering lower greenhouse gas emissions.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic
"We are most excited about what a biofuels answer for low carbon transportation fuels means for the business of our customers, particularly in the United States and Brazil, that grow the primary feedstocks contributing to ethanol production.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Due to the limited capacity and infrastructure for renewable diesel production, we continue to participate in pilot programs tied to the growing of winter oilseed cover crops that can serve as an incremental source of feedstocks for renewable diesel production.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"This includes partnerships that employ camelina (also being explored for jet fuel) across Minnesota, Iowa, and Texas.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"The potential for winter oilseed cover crops to serve as a new source of feedstock for biofuels production has numerous bene ts.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Winter oilseed cover crop integration helps promote soil health through the establishment of strong root structures in the ground.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This also has the potential to convert a cost into a second source of revenue for the farmer, all while expanding the available feedstocks for biofuel production.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"While growing and harvesting camelina, we gained insight on optimal settings and con gurations for our equipment to allow for better planting, spraying, and harvesting of the crop.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We also learned about the impact various crop rotations can have on camelina’s yield as well as the main crop yield and how the oilseed itself can shatter easily once mature, making harvest timing critical.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"We will continue to explore the opportunities for oil seeds to increase the production of renewable diesel and provide new revenue streams for customers.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"To read more about Deere’s journey to partner and investigate hydrogen and biomethane as fuels sources, click here to see our 2022 Sustainability Report.
","{'scope3': 'no', 'vague': 'neutral'}",no,neutral
"Our focus on product circularity revolves around implementing economic and sustainable solutions to extend a machine’s life.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"It’s this balance that drives our Leap Ambition goals of achieving 95% recyclable product content, ensuring 65% product content is sustainable material, and growing our John Deere Reman business by 50%.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Our remanufacturing business focuses on core parts and components that are designed to add value to the life of the product while reducing environmental impacts.
","{'scope3': 'maybe', 'vague': 'generic'}",maybe,generic
"These core components include complete engines, engine components and accessories (starters, alternators, and AC compressors), electronics (display monitors, control units, and moisture sensors), drivetrains, and hydraulic components.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Ready to go remanufactured components backed by John Deere quality give our customers the exibility of replacing a failed part on an older machine with minimal downtime and the ability to get the most out of the equipment by maximizing its usefulness.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"One example of how our dealer channel is utilizing these remanufactured parts is through our certi ed Powertrain ReLife Plus program.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The ReLife program begins with a machine that is approaching an hour level where the major powertrain components are beginning to wear out.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"Based on detailed inspection by our certi ed dealer and collaboration with the customer on desired changes, the ReLife often includes replacement of powertrain components and repair or replacement of many other auxiliary components, including some new components.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The program is supported by Deere and executed by our dealers, providing a unique cost savings service to our customers, with an extended warranty option available.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"This ReLife program strengthens our environmental commitments while allowing customers to extend the usage of their machines with a lower total cost of ownership.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"ReLife enables additional connection points from dealer to customer by providing another option to help customers manage their owning and operating costs.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The ReLife machines have performed up to our expectations or even outperformed our expectations.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The ReLife machines help owners manage their daily operating costs because it’s something they’re familiar with, said Ron Horton, product support manager at Foster F. Wineland Inc. in Martinsburg, Pennsylvania.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"When ReLi ng their machine, they can understand that, based on their past experiences, they know what it’s going to cost them, and they can expect the same after ReLife as well.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"The use of John Deere Reman components in this process also drives emissions reductions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Not having to make a new engine or axle from scratch, for example, means natural resources are preserved, melting furnaces aren’t red up, and carbon footprints can be smaller.
","{'scope3': 'yes, implicit', 'vague': 'generic'}","yes, implicit",generic
"As our product road map shifts and we continue to advance our innovations, we understand that product circularity doesn’t end with hard iron.
","{'scope3': 'maybe', 'vague': 'ambiguous'}",maybe,ambiguous
"Our ambitions around electrifying more machines means we also are applying many of these similar approaches to the batteries that power them.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"That’s why we continue to explore repairing and refurbishing batteries as well as what will be needed to recycle them or provide them a second life.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Reducing upstream and downstream (Scope 3) CO2e emissions by 30%.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific
"Reducing freshwater consumption intensity by 10% at water stressed manufacturing locations.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Implemented projects to reduce Scope 1 and 2 GHG emissions by nearly 1,200 metric tons of CO2e annually.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"Reduced nearly 30,000 cubic meters in water consumption at Dewas and Pune Works compared to 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"We have validated Science Based Targets to reduce our Scope 1 and 2 greenhouse gas (GHG) emissions by an additional 50% by 2030, with scal year 2021 serving as the baseline.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"In 2023, we are making progress, with a 15% reduction in Scope 1 and 2 GHG emissions from our 2021 baseline.
","{'scope3': 'no', 'vague': 'specific'}",no,specific
"To continue to deliver Scope 1 and 2 GHG emission reductions, we'll aim to implement additional ef ciency gains in operations and facilities processes, and use even more renewable electricity and fuels.
","{'scope3': 'yes, but not specifically mentioned', 'vague': 'specific, but only mentions Scope 1 and 2 and not Scope 3 in detail'}","yes, but not specifically mentioned","specific, but only mentions Scope 1 and 2 and not Scope 3 in detail"
"We’re also engaging our global teams in this endeavor to identify opportunities for ef ciency.
","{'scope3': 'generic', 'vague': 'ambiguous'}",generic,ambiguous
"Our engineering and technology teams have identi ed energy ef ciencies throughout 10 manufacturing sites in India, Brazil, and the U.S.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous
"As we continue to invest in renewable energy, several sites are using solar photovoltaics as an important strategy lever for reducing emissions and managing cost.
","{'scope3': 'yes, potentially', 'vague': 'ambiguous'}","yes, potentially",ambiguous
"Engaging our supply base is crucial to our success in reducing upstream greenhouse gas (GHG) emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"From strategically analyzing product materials and supplier data, we have identi ed the opportunities in partnering with our supply chain that can have the most signi cant impact on GHG emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Many of these priority areas have a signi cant overlap with the materials that will be critical to achieving the company’s Leap Ambitions around product circularity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
"For scal years 2022 and 2023, we focused on collaborating with suppliers in energy intensive industries such as steel, castings, tires, hydraulics, electronics, batteries, engines and power systems.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Currently, we are estimating Scope 3, Category 1 GHG Emissions based on spend and industry average emissions data.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"However, the ideal future state is for supplier speci c emissions data to inform these calculations.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We are encouraged that approximately 65% of our key suppliers by spend are measuring and publicly reporting certain categories of their emissions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"Engagement with our supply base to continue working on measuring and reporting their emissions and setting goals to reduce those emissions is a key initial part of our strategy to improve Scope 3 measurements and our sourcing decisions.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous
"We continue to take steps to work with suppliers so that they can grow with us to achieve our Leap Ambitions.
","{'scope3': 'no', 'vague': 'generic'}",no,generic
